Variable,SMD Before,SMD After,Reduction (%)
log_award_amount,0.3631109084864903,-0.12026692938088764,66.87873413602989
transaction_count,0.07779754181075237,-0.01589146408432046,79.57330821200304
naics_2digit,-0.0875366086635475,-0.07420195175702753,15.233234540502439
naics_54,0.2016481454974758,0.05616466978798057,72.14719250235623
naics_56,-0.18078632036367365,-0.07818588507604671,56.75232234454117
naics_51,-0.06824423210020376,0.028915841033299187,57.62888651037683
